iiggereghwaagh-	pos	to dig for artifacts	No information given.
iigh-	pos	to hide	iightuq ‘he hid’; iighaa ‘he hid it’ / iighaq ‘hidden thing’; iighvik ‘hiding place’; iighaghtughaa ‘he hid her (from her enemies)’ or ‘he kept it hidden’’
iighaate-	pos	to play hide-and-seek	No information given.
"iighagh-, iighaghllug-"	pos	to get or have a swollen gland	No information given.
iighaq	pos	swollen gland in neck or side of face; side of neck near lower part of jaw	No information given.
iigharaagh-	pos	to play hide-and-seek	Chukotkan
iighhaata	pos	loop of walrus hide	Chukotkan (R)
iighhaq*	pos	string story; cat's cradle	No information given.
iighhwaange-	pos	to feel very frustrated; to have a hard time from frustration	iighhwaanguq ‘he is feeling very frustrated’ / taghnughhiita iighhwaangestaat ‘her children made the woman have a hard time’; iighhwaangutii taghnughhani ‘she is feeling very frustrated over her children’
iighsiigh-	pos	to use a hoist on	iighsiiqaghluku ayveghput qaakaghput ‘we pulled our walrus up onto the elevated place by using a hoist on it’
iighsugh-	pos	to hoist with rope	iighsughtuq ‘he hoisted something’; iighsughaa ‘he hoisted it’ / iighsuutet or iighsughvik ‘block and tackle or other hoisting apparatus’
iighsuun	pos	rope on pulley	No information given.
iightaghwaaghet	pos	heavy-duty chain	Chukotkan (R); this is a plural used for one chain
iighw-	pos	No information given.	"root; > iighwigh-, iighwite-"
iighwaghtute-	pos	to lie around	Chukotkan (V&E)
iighwigh-	pos	to become whole	iighwightuq (iighwighluni) ‘it became whole’ / iighwightaa (iighwighlluku) ‘he made it whole’
iighwilkaaq	pos	medium size cake of ice	cf. iighwilnguq; see item 14 on list in Oozeva et al. 2004
iighwilnguq*	pos	large size cake of ice; whole thing	may have some pressure ridges but no bumps; cf. iighwilkaaq
iighwite-	pos	to be whole; to not have given birth (yet)	iighwituq ‘it is whole’ or  ‘she hasn’t given birth (yet)’ / iighwilnguq ‘whole thing’
iighwte-	pos	to sip a liquid; for tide to go down or out; for tide to wash (it) out	iighwtuq ‘he sipped’ or ‘the tide went out’; iighwtaa ‘he sipped it’ or ‘the tide washed it out’ / cf. iikw
iighwziig-	pos	to inhale; for waves to go out	iighwziigtuq ‘he inhaled’ or ‘the waves went out’ / qagit iighwziillghit iknaqepigtut ‘the pull of the waves going out is strong’
iigkaghagh-	pos	to sneak up on; to tiptoe to; to creep up to	cf. igkamsug- ‘to stalk’
iigkutaq	pos	rake for use on grass	No information given.
iigna 	pos	that one over there; the one in an east or west direction	"restricted demonstrative pronoun; base is ing-; although the absolutive singular pronoun has g, the ng of the base can be seen in most of the forms here; singular relative pronoun: ingum ‘(of) the one over there’; absolutive/relative plural pronoun: iingkut ‘those over there’; vocative: iingyuq ‘you, over there’; anaphoric abs. sing. pronoun: tazigna ‘that one over there’; localis adverb: ingani ‘over there’; terminalis adverb: ingavek ‘to over there’; vialis adverb: iing'ggun ‘through over there’; ablative adverb: iingken ‘from over there’; interjectional: inga ‘there (over there)!’; anaphoric localis adverb: tazingani ‘there, over there’"
iigsagh-	pos	"to go digging (as for artifacts, auklets aged underground, or other buried items)"	iigsaghtuq ‘he went digging’ /
iigtugh-	pos	to dig with intensity	iigtughtuq ‘he reallly dug’; iigtughaa ‘he really dug it’ / = iitugh-
iikaaq	pos	merganser (Mergus spp.)	No information given.
iikaghagh-1	pos	to tiptoe	Chukotkan; iikaghaghtuq ‘he is tiptoeing’; iikaghaghaa ‘he is tiptoeing up to it’ /
iikaghagh-2	pos	to suddenly come undone; to come off by accident	iikaghaghtuq ‘it came off accidently’
iike-	pos	to remove; to unfasten	"iikuq ‘it came undone’; iikaa ‘he removed it’ / iikiiq ‘he removed something’; iikeneq, iikelleq ‘a little piece removed from something’; iikaq ‘a large piece’; Tuguluku ellngaan, meteghlluk iikituq papegmi melqwaneng, yataaghqesqaa teghla. ‘Taking the sooty lamp residue, the raven removed one of his tail-feathers, and told the owl to get ready.’ (AANGHHAQ 27)"
iikiiqaq	pos	large flat slice of something	Chukotkan (R)
iikna	pos	that one across or over there or to the south or east	"restricted demonstrative pronoun; base is  ik-; singular relative pronoun: ikum (of) the one across there; absolutive/relative plural pronoun: ikegkut those across there; vocative: iiksuq you, across there; anaphoric abs. sing. pronoun: tazikna that one across there; localis adverb: ikani across there; terminalis adverb: ikavek to across there; vialis adverb: ikagun through across there; ablative adverb: ikegken from across there; interjectional: ika there (across there)!; anaphoric localis adverb: tazikani there, across there"
iiksigh-	pos	for a piece of ice to partially detach from shore ice; to begin to detach	No information given.
iiksiin1	pos	a detached piece of ice	No information given.
iiksiin2	pos	bracelet	Chukotkan; questioned
iikw	pos	low tide	"see also iiw-, the verbal counterpart of this base"
iilleq	pos	slime; mud	Chukotkan (R)
iilngigh-	pos	to lose or extract a front tooth	iilngightuq ‘he lost a front tooth’; iilngighaa ‘he pulled her front tooth’ /
iilngiq	pos	gap left by a lost tooth in the front of the mouth	No information given.
iilqayagute-	pos	to give up on	iilqayagutaa ‘he gave up on it’; cf. iilqayug-
iilqayug-	pos	to give up (and quit); to give up hope	iilqayugtuq ‘he gave up or was reluctant to continue’ or ‘he gave up hope’ / 
iilqayugigate-	pos	to be perseverant	No information given.
iilqayuke-	pos	to lack faith in (it)	iilqayukaa ‘he doesn't have much faith in it’ / 
iilqe-	pos	to become sad	iilquq ‘he got sad’ / iilqutkaa ‘he got sad about it’
iilqupak	pos	mucus from eye	cf. iilquq
iilquq	pos	brain	"Esghaghhunguq uyghak taana iilquvleghaghllaguyaghtuq. ‘You see, they say, there used to be a lot of brain matter on that rock (where people would kill themselves).’ (SIVUQ. NANGAGH. 3:166)"
iilqwaaq	pos	spinal cord	No information given.
iilvagh-	pos	to elevate; to honor; to hoist	iilvaghaa ‘he elevated it’ /
iime-	pos	to develop a hollow or depression	"iimuq ‘it developed a depression’ / iimtaa or iimestaa ‘he made a depression in it’, ‘he dented it’"
iimgutaq	pos	tobacco pouch or similar rolled-up container	No information given.
iimna	pos	that aforementioned one known to both speaker and listener; that one in an undetermined place away from here	"obscured demonstrative pronoun; base is  im-; relative singular pronoun: imum ‘(of) that one’; absolutive/relative plural pronoun: iimkut ‘those’; vocative: Iimyuq ‘You (omnipresent but not visible; God)’ (used in some prayers); anaphoric abs. sing. pronoun: tazimna ‘that one’; localis adverb: imani ‘there, at that place or time’; terminalis adverb: imavek ‘to that place or time’; vialis adverb: imagun or iimgun ‘through that place or time’; ablative adverb: imaken or iimken ‘from that place or time’; interjectional: ima there!; anaphoric localis adverb: tazimani ‘there, at that place or time’; tagitugmun pulaluni tazimavek igleghsimalghi ‘when he got in to fog, he just went in random directions’; iimken ima taakut liilightuusaagut ‘they are rules from before the present time’; naken imaken allgeghtaqaak ullghitagni ‘he got his snowmachine from some place’; cf. ima, imukun"
iimnanguq	pos	once upon a time	particle; traditional opening word of stories
iimnga-	pos	to have a depression in it	"iimngauq ‘it has a depression in it’, ‘it is dented’"
iimra	pos	solid matter in broth from boiled meat; slush; mud	"the ‘slush, mud’  meaning may be Chukotkan only"
Iingghilukaq	pos	"site in Chukotka, on Ittygran Island"	see Map 3 in Appendices
iinghusalek	pos	rule to ensure safety	"Iinghusalguftuq wataghllak iiwhlanghani taan’gavek ateghyaqunaki pisqellelek, ulefqaghtekayuguniluku sukatepiglluni. ‘There was a rule never to go down there when the tide was very low as then the tide came in it would come in very fast.’ (SIVUQ. NANGAGH. 2:236); Emta iinghusalek, uglaneghmiininguq nenga ughumakayuguniluku piiqaat enkaam kelengasaalluni ayuquq. ‘There was a hunting rule about them too because when there were lots of them together, the ice on which they had been roosting would thaw and get thin.’ (SIVUQ. NANGAGH. 1:134)"
iinghute-	pos	to warn	iinghutaa ‘he warned him’ /
iingkut	pos	those over there	look under iigna
iinglu	pos	neighboring semi-subterranian house	Chukotkan (V&E)
iingqaghyagh-	pos	to catch by hooking	No information given.
iingqaq*	pos	gum (anatomical)	iingqaghten ‘your gums’
iingqighte-	pos	to stab through a sea mammal’s eye to kill it 	"suvlugiilluku ayumiq ilangi teghikusam tawaten iingqighlluki tuqutaqegkangit ‘without (using) a gun on it, in the past they would kill some sea mammal like that by stabbing them through the eye’; neghsaq iingqighlluku tuqusimaa ‘he killed the seal by stabbing it through the eye’"
iingqiq	pos	louse nit	No information given.
iingtaq	pos	moulted goose	iingtaghyaghtuq ‘he went hunting for moulted geese’
iingte-	pos	to moulted	iingtuq ‘it moulted’ /
iingunagh-	pos	whole; all; every	"used in the quantifier/qualifier construction;  iingunaan neghaqa ‘I ate it all’; iingunaghmelnguq ‘the whole thing’; igleghtut iingunaghmeng ‘they all traveled’; ingunaghhaghmi kaatuq ‘every single one of them arrived’; Aghneq iingunaan qepghanemni, qenwat meghnughaqunga. ‘Every day when I work I am tired.’ (UNGAZ. UNGIP. 68)"
iinqe-	pos	"to coo to a child; to say the customary made-up words, nonsense phrases, etc., used for that particular child to that child"	iinqaa ‘he cooed to him’ / iinqiiq ‘he cooed to someone’; iinqelluku iqengestaa ‘by cooing to him she made him smile’
iinqisiq	pos	the customary made-up words spoken to a particular child; cooing words or song	#NAME?
iinqun	pos	the customary made-up words spoken to a particular child; cooing words or song	#NAME?
Iintiyaghmii	pos	American Indian	No information given.
iinwaaq	pos	foothill; hillock	iinwaaghmun kaviiq mayughaghsan guutaa ‘when the fox went up the hillock he shot it’; iinwaaghmeng estumalghii ‘he slid down the little hill’
iipgite-	pos	to be dull	"iipgilnguq ‘dull knife, needle, etc.’"
iipkegsighwaagh-	pos	to tell jokes	Chukotkan (R)
iiqmig-	pos	to put something in the mouth without eating it	cf. iqa
iiqmik	pos	something held inside the mouth in the cheek; sugar cube	No information given.
iiqwaq	pos	walrus meat and skin aged in underground cellar	No information given.
iiskak	pos	kidney	iiskagegka or iiskagenka ‘my kidneys’
iiskegte-	pos	"to have good eyes, good eyesight"	"Iiskegtekuvek iingunaghmi yugusin nighugllagullequq, iwernga iyellugmeskuvek iingunaghmi yugusin mamlegllagullequq. ‘If you have good eyes, your entire body will be full of light, but if you have bad eyes your entire body will be full of darkness.’ (Matthew 6.22-23)"
iiskughte-	pos	to guard; to watch out for	"iiskughtaa ‘he is guarding it, he is watching out for her’ / iiskughtiiq ‘he is standing guard’"
iiskughtista	pos	watchman; guard	No information given.
iisqaghmig-	pos	to put (it) on one's shoulder	iisqaghmigaa ‘he put it on his shoulder’ /
iisqaghmiitaq	pos	yoke (as for carrying water in buckets)	No information given.
iisqaq	pos	area of body around top of shoulders and back of neck	"used in the dual, iisqak, for that body area"
iisqiighute-	pos	to slump down; to let one’s shoulders droop	peng’gem elngaatall iisqiighutuq ‘he slumped down due to worry’
iisqugh-	pos	intimidated; hesitant to look another in the eye; considerate of the feelings of others; self-conscious	"emotional root; iisqughyugtuq ‘he feels hesitant to look someone in the face, feels intimidated’; iisqughyukaa ‘he feels intimidated by him’; iisqughnaghtuq ‘he is feared, intimidating’; iisqughyughqaa ‘he made her feel intimidated’; mekelghiiq iisqughyugigalnguq ilani algumastekluni neghelghii ‘the boy ate without regarding the feelings of others and thus made his companions (who weren’t eating) covetous (of what he was eating)’; iisqughyugtaat ilangit esghapagtuulluku ‘they made him self-conscious when they stared at him’; aleni kayunneghisan iisquqaa ‘when his companion didn’t catch fish he was considerate of him (and gave him some fish)’"
iisqughte-	pos	to get a foreign object in one's eye	iisqughtuq ‘he got something in his eye’ / aghnaghaghhaq iisqughtuq pagulameng ‘the little girl got dust in her eye’; cf. iya
iisqughun	pos	foreign object in eye	"Sangan esghaghsigu yulgutegpek iisqughutnga, elpek katam iisqughuten unaghsighllak avelghaghluku? ‘Why do you notice the [tiny] thing in the eye of your fellow person, while missing the thing in your own eye, though it be a large piece of wood?’ (Matthew 7.3)"
iitegngam	pos	usually; always; anyway	particle; iitegngam aqupileghyugnaanghituq ‘he usually doesn't feel obligated’
iitek	pos	at least; sure; alright; still; but on the other hand	"particle; expresses mild assent after insistence or an adverse condition; iitek, taawa ataasiq nuluq ‘at least there is one teabag’; Pimakanga uyughani, ""Iitek tazinga aghnangusimayaghamken.” ‘She said to her younger brother, “At least now I’ve found a woman for you.”’ (UNGIPAGHAGH. 160); Quyngim ivalungi amestaaghhaaluki qiipiluki tespagavek atuqaqut. Aghveghem pingi qayughllak ilangi, iitek ilangi taaqegkayuget amestaaghhaaluki. ‘They used reindeer sinew making it into a thin thread. Whale sinew (was used) too, but on the other hand it (the reindeer sinew) could be made thin.’ (SIVUQ. NANGEGH. 1:96); Whanga liitellemni sangwaa maana maaten atughput ukavansaghtuq. Iitek allgeghluni ayuquq, taawanginaq ukavanteftuq. ‘When I was gaining awareness, the kind of clothing we wear nowadays was scarce. It did come in all right, but it was in short supply.’ (SIVUQ. NANGAGH. 1:94)"
"iitekqun, iitegqun"	pos	perhaps; usually	particle
iitga	pos	crack or lead at shore edge of shorefast ice caused by vertical movement of the floating ice	"Tuvam ukani uughqan tungangani, laagha taakwna iitgameng aatqeftuq. ‘Here, in the sheltered area of the shorefast ice, its water goes out from the seaside lead.’ (SIKU. ESLA. ESGHA. 2004:32)"
iitghiitaq	pos	pole located above bed-curtain in winter traditional house 	Chukotkan (R)
iitghute-	pos	to bring in forcefully	No information given.
iitqiinagh-	pos	to just drop in (as for a short visit)	temngi iitqiinaghlunga piinga ‘I just came in for a short visit’; aatkani aghipalnguut iitqiinaghluni mataghqughii ‘he took off his wet clothes as soon as he came in’
iitugh-	pos	to dig with intensity	Chukotkan; iitughtuq ‘he really dug’; iitughaa ‘he really dug it’ / = iigtugh-
iivagh-	pos	to fade away in the distance	"Naayghaghhaq sukalluni aliighaqsalghii, imanguq aywaaghhneghani iivaghaqelghii. ‘They could see the Gambell mountain grow bigger (literally, rapidly become visible), but when the north wind came up, they would see the mountain shrink again.’ (SIVUQ. NANGAGH. 2:118); cf. iivani"
iivani	pos	in the area at the limit of one's hearing; afar; in the far distance	particle; yugayu iivanlluni qalghiitiiq ‘the loon sang a song from afar’; cf. iivagh-
Iivgaaq	pos	site in Chukotka near Sireniki	see Map 2 in Appendices
iivghaan	pos	spectacled eider (Somateria fischeri)	No information given.
iiw-	pos	for tide to go down	"iiwhtuq ‘the tide went down’; iikwan aghvighllequkut ‘we'll cross when the tide gets low’; Iinghusalguftuq wataghllak iiwhlanghani taan’gavek ateghyaqunaki pisqellelek, ulefqaghtekayuguniluku sukatepiglluni. ‘There was a rule never to go down there when the tide was very low as when the tide came in it would come in very fast.’ (SIVUQ. NANGAGH. 2:236); see also iikw; cf. iighwte-"
iiwen	pos	just when; once again; subsequently; then; also; still; or else	"particle; iiwen aghsaghtughaqaa, sama angyat kaateqeghsimalghiit ‘just when it was close to morning, the boat finally came’; saaftegpenaan, iiwen aghyughlleqamken ‘don't touch it or else I'll punish you’; iiwenllu tengegkayuget kaasaghtughaqut tagitugughtaa ‘just when the plane was about to arrive it got foggy’; akuwaaghhaaneng iiwen unugaqaa igaqenka taaqegpenaki ‘since the other day once again it became night before I could finish my paperwork’; Maaten liisalghiinga, Tapghaaghaghqun, iiwen siqineq tevighyaghtuughaquq tamlagtukut. ‘Then, as I’ve learned, just when the sun was about to set we beached at Tapghaaghaq.’ (SIVUQ. NANGEGH. 2:162); Iiwen, Qateghyiighaghhaay, meghtanghilkuvek, ighsakuvek, tuqulluten, gaaghluten, neghelleqamken. ‘Or else, little birdy, if you don’t fetch water, if you refuse, then after killing you and cooking you I’ll eat you.’ (UNGAZ. UNGIP. 32)"
iiwenllu	pos	just when	particle;  Iiwenllu quulngughutanga aghneq lliighaquq naayghamun qaygeghsimalghiit. ‘And just then when it became noon they got the top of the mountain.’ (UNGAZ. UNGIP. 23)
iiwenngam	pos	if it is so	particle
iiwenqun	pos	just when	particle
iiwleng	pos	every time; all the time; always; repeatedly	"particle;  tagineghmini iiwleng nenglaghtaqiinkut ‘every time he comes over he makes us laugh’; taana iiwleng kinguteghllak ‘he is always very late’; tagiiqelghii uksustaghhiinaghmi iiwleng ‘he comes only in winter all the time’; Liilightuusaq taana, uyiiteng quunpeng uughqan tunganganilluki iiwleng pisqellelget. Qayughllak ayumiq nanghiiqaalghiit, yuget ayveghmun nusugniiqiit uyiighqun iglakaqat. ‘That law is that the harpoon rope must be on the south side at all times. Because they experienced it long ago, they said men who have become entangled by the rope were pulled into the water.’ (SIVUQ. NANGAGH. 1:128); Iiwleng upenghaanneghagu pangeghtaqelghiikut. ‘All the time, when it became spring, we would go to Chukotka.’ (PANGEGH. 48)"
iiyaq	pos	ventilator; air vent	"aagram iiyaa ‘ventilator in the aagra, the inner room of traditional Chukchi-style Eskimo house’; Atalgukaghaan aghnneghani iiyaa qelpeghlluku aaptaqegkanga, ""Unguvaaghaqsiin?"" ‘Whenever dawn came his little cousin would open its ventilator and ask him, “Are you still alive?” (AYUM. UNGIP. III:18)"
iiyngite-	pos	to be eyeless; to be blind	No information given.
iiyvaraak	pos	hollow sick eyes; one with hollow sick eyes	No information given.
ikavziiq	pos	type of stitch	exact identification undetermined
ikayugh-	pos	to respond (positively) to; to go along or agree with; to help	ikayughaa ‘he responded to her’ /
ikayuqu-	pos	to help; to be helpful	anengani ullghitangllalghii ikayuqwaa ‘he helped his brother who was working on the snow-machine’; navek pinalutek aleni ikayuqwaa ‘he helped his friend so that they could go somewhere’; luuraq salguyaaghtuq ikayuquteggu ‘maybe he’s got something going on with him; help him’
ike-	pos	No information given.	"root; > iike-, ikelleq, ikugh-, ikute-, ikuvike-"
"ikelleq, iikelleq"	pos	"fragment of ice, meat, etc."	No information given.
ikevaaneq	pos	prolonged south wind	No information given.
ikevaghlluk	pos	south; southeast; south wind; southeast wind	No information given.
ikevaq	pos	south; southeast; south wind; southeast wind	No information given.
ikevreghaak	pos	southward current	No information given.
ikfiqe-	pos	to have intense pain; to feel anguish; to be anxious; to long for or miss another	"ikfiquq ‘he is in great pain’; ikfiqutkaa ‘he is anguished over it’  or ‘he really longs for her’ / ikfiqumalghii ‘one who has been having physical or mental pain, or has been in need’"
ikfiqnaghhalek	pos	how anxiety provoking!; how awesome!; how wonderful!	particle
iki	pos	impossible!; in no circumstances	"Chukotkan(R);  iki umegneghmi aghulaqegpenang, iflalngwaaghllequten ‘see (negative), don’t leave in the storm, you will get lost’"
ikigh-	pos	open	postural root;  ikightuq ‘it opened’; ikightaa ‘he opened it’; ikighngaaq it is open’; ikighmi ‘(it) being open’
ikighllineq	pos	opening in ice pushed up in pressure ridge or in the ground; crevice in sea ice; cave; gully	see item 17 on list in Oozeva et al. 2004
ikiifsin	pos	at last; finally	"particle; ikiifsin aglaghyaghtughtuq ‘at last he's about to go home’; Ikiifsinnguq nemnni samani Sivuqaghhaghmi tawaten uniiliqeghllagluta qutengeqaghhnemta taghyiighaqsaghtukut. ‘Down in Gambell, when we finally came ashore after a long ordeal at sea, we would remove the salt.’ (SIVUQ. NANGAGH. 2:126)"
ikiite-	pos	to disappear (of a person)	"ayumiq navek piluteng navengiighhaqlu aviitngwaaqat ikiinniiqegkangit ‘in olden days they would say of those who had gone somewhere far away and just vanished, that they had disappeared’; naqam ilangi naten uteghniqayuget ikiitkat ‘sometimes the ones who disappeared would return somehow’"
ikiki	pos	under no circumstances; one should not  	Chukotkan (R); particle
ikiqun	pos	but yet; but already; but on the other hand; and still yet; but wait until; but already	"particle; Whaten igaghyami ikiqun uglaghllak whangkuta teacher-kegkaqenghilkefut. Nulighqutiinalghiit. Maatenllu teacher-eghllagughlleghhii. ‘But when we were going to school, there were so many of us students who had just a teacher and his wife. Right now, there are many teachers in the school.’ (SIVUQ. NANGAGH. 3:96); Taawa tesamani tepluni angyaghpallugem ingluvingha. Taawa quuguluni qalqalimaqulleghtuftuq. Quukluku taana. Tamaa telaanangam sangi, napaghyii sanighyaghwaaghi. Ikiqun quyngighqwaaghet angaghquqaqeftiit. ‘There, the great big old ship’s wreckage washed ashore. There was wood that they chopped. It was used for firewood, the sail halyards and masts. But already, the reindeer herders had been hauling it away.’ (SIVUQ. NANGAGH. 2:166)"
ikivaaneq	pos	slight south wind 	Chukotkan (R)
ikiwan	pos	if they can or if it can happen to them (then we could or it could happen to us); it can happen to others too; even them/him	"particle; Naagumi ikiwan qaaynganilnguum nateghqameggnun angighhutaqegkanginkut. ‘Even us he rubs onto sole material from above [as if we were dirt].’ (UNGIPAGHAGH. 43); Whangkutallu taakut ikiwan aklungilnguut, Tanengankut. ‘Our (hosts) too even they were pretty well off, Tanenga and family’ (PANGEGH. 8)"
iklagrugte-	pos	to be somewhat clear up; to clean somewhat	esla iklagrugtaa ‘the weather has cleared up somewhat; taghnughhaghmi gginaa ikloagrugtaa ‘she tidied up her baby’s face’
iklagte-	pos	to clean; to wash; to tidy up	aatkami ilangi iklagtii iqangi aghvigluki ‘she cleaned some of her clothing washing it’; iigmi aawi iklaglluki alla peghhinqigtuq ‘she wiped the blood from her hands and then wiped them again’
iklungigh-	pos	to insure; to safeguard	No information given.
iknaqe-	pos	to be strong (in any sense)	iknaquq ‘he or it is strong’ / iknaqsugnetun ‘with a strong will’
iknaqsuugte-	pos	to feel stronger after an illness; to act as if one is stronger than others	No information given.
iknaqughi-	pos	to become stronger	Elngaatall Pinaayam iknaqughiniyaghaa taana Petgenghhaq. ‘Pinaaya said that that Petgenghhaq was becoming very strong.’ (SIVUQ. NANGAGH. 2:10)
iksaak	pos	ice creeper	Chukotka (R); made of bone or metal; cf. kiksak
iksiin	pos	strap ice creeper to footwear	Chukotka (R)
iksiisigh-	pos	to attach ice creeper to footwear	Chukokan (R)
ikufkagh-	pos	to quickly cut off a small piece; to cut off a small piece immediately	No information given.
ikufkaq	pos	small piece that has been cut off	No information given.
ikugh-	pos	to remove; to cut off	"ikughtuq ‘it removed things, he cut off pieces’; ikughaa ‘he removed it’ /"
ikumla-	pos	to be okay; to be acceptable; to be suitable	ikumlallghaneng unaghsim saghnalta quugkameng ‘let’s gather the most suitable wood as firewood’; ikumlalleghqek ullghitagma enraq naavuk ‘my better snow-machine broke’
ikute-	pos	to cut off a piece (for)	ikutaa ‘he cut off a piece for her ‘/
ikuvike-	pos	to cut off a piece (from)	ikuvikaa ‘he cut off a piece from it’ /
ikuyegmig-	pos	to bump or nudge with one's elbow	ikuyegmigaa ‘he bumped or nudged her with his elbow’ /
ikuyegtaagh-	pos	to lean on one's elbow	ikuyegtaaghtuq ‘he leaned on his elbow’ /
ikuyegvike-	pos	to put one's elbow on (it)	ikuyegvikaa ‘he put his elbow on it’ /
ikuyek	pos	elbow	ikuska ‘my elbow’; ikuygegka ‘my elbows’
Ikuygek	pos	Ikoygak Cr. on St. Lawrence Is.	see Map 4 in Appendices
ikwaaqu	pos	crosswind (stronger wind coming off cliffs or high mountains when a wind blows against them)	anuqmi ikwaaqum repall qawaaget meghmun ifkaghtaqii tengaalghiit ‘in the wind a crosswind with force makes the flying birds fall into the water’; ikwaaqum pennani repall meq pightuquqluku ‘the crosswind at the cliffs forcefully acts on the water like a blizzard’
ikwegte-	pos	to scratch (long) on the face	taghnughhaam ilani gginaakun ikwegsimakanga ‘the child scratched his companion on the face’; nulighhan yuuk qungyaghluni ikwegsimaa ‘the man got jealous and scratched his wife on the face’
ila	pos	part; relative; friend; one of; some of	yugem qikmiin ilangat ‘one of the man’s dogs’; yugem qikmiin ilangit ‘some of the man’s dogs’; ilanka ‘my relatives’ or ‘my group’; mangtegham ilanga ‘part of the house’
ila-	pos	to add something to (it)	ilaa ‘he added something to it’
ilaagh-	pos	to patch	ilaaghaa ‘he patched it’ / ilaaghiiq ‘he patched something’
ilaaq	pos	patch	No information given.
ilagaan	pos	hymn; song; shaman's song	No information given.
ilagaatet	pos	hymnal; songs; phonograph record; CD	No information given.
ilagagh-	pos	to sing	ilagaghtuq ‘he sang’ / ilagaataa ‘he sang to her’; ilagaatkaa ‘he sang about it’
ilakaghqaq	pos	something to be added or included	No information given.
ilakumtaaq	pos	friend	No information given.
ilakwaaq	pos	clan member; kinsman; member of the same group	No information given.
ilaligh-	pos	to supplement	No information given.
ilaliigh-	pos	to make friends	ilaliighaa ‘he made friends with him’ / ilaliighutuq ‘he became friends (with them)’
ilamghi-	pos	to want more	ilamghiiq ‘he wants more’ / ilamghitkaa ‘he wants more of it’
ilangakun	pos	sometimes	particle
ilangani	pos	meanwhile; some of the time	particle
ilangghama-	pos	be good-natured	Chukotkan (R)
ilangghiite-	pos	to not talk	"Chukotkan (R, V&E)"
ilangqughqu-	pos	to get ice to melt for water	ilangqughquuq ‘he got ice to melt for water’ /
ilangqughrag-	pos	to get coated or covered with ice	ilangqughragtuq or ilangqughragaa ‘it got coated or covered with ice’ /
ilangqughrak	pos	coating of ice	No information given.
ilangqughsiigh-	pos	to get ice to melt for water	ilangqughsiightuq ‘he is getting or chipping ice to make water’ / ilangqughsiighyaghnaqunga naayvamun ‘I’m going to the lake to get ice for making water’
ilangquq	pos	clear chunk of fresh-water ice	ilangqughregaq ‘small chunk of fresh-water ice’
ilangsiniigh-	pos	to look for more; to try to get more	"angyat ilangsiniighumaghmeng kelutmiighhlluteng alla ayveghaghlaataghtut ‘the boat went out hunting for walrus looking for more’; ilangsiniighnaqem muluughtukut ‘on account of being about to look for more, we stayed out longer’"
ilapga-	pos	to comply with; to respond to; to help	ilapgaa ‘he responded to him’ / ilapgatuq ‘he is responding’
ilaraagh-	pos	to stretch the news; to exaggerate	ungipaq qenwat ilaraaghem allaanghughsimaaq ‘on account of exaggeration the news was altered’; ilaraaghnguq pininghituq ‘exaggeration is not good’
ilarngughte-	pos	to reduce something; to lesson	usikaghqaghten ilarngughhnaqanka uglaapigtut ‘your load is too much so I’ll lesson it’; angyam megha ilarngughlluku kuuvnakesi ‘bail out some of the water from the boat’
ilataa-	pos	to join with others; to go along	tengegkayugkun ifkalghiikun ilataamalghii ‘he joined the others who went by plane’; Ungazightatgun ilataaguq ‘he had joined the group that went to Chaplino’
ilate-	pos	to add in; to join in	ilatuq ‘he joined in’; ilataa ‘he added it in’ / ilatutut ‘they joined the others’; ilatutuutut ‘they joined together’; ilatkaq ‘someone or something added in’
ilefkaate-	pos	to come loose (from being tied)	qikmiq ilefkaatuq ‘the dog got loose’
ilefkaghagh-	pos	to suddenly come undone or off	nagtuqaa atkuyaaghan ilefkaghaghtuq ‘the button on her dress suddenly came off’
ileme-	pos	to come undone; to come untied	ilemuq ‘it came undone’ / ilemtaa ‘he undid it’; = iteme-
ilemquusiq	pos	screwdriver; bent awl	No information given.
ilepenghaaq	pos	inner membrane of walrus or bearded seal intestine	ighneghllugem ilepenghaaghi kelighaghaqii ‘she is scraping off the inner membrane of the intestine’
ilepesuwaq	pos	layer	Chukotkan (R)
ilepghaaghek 	pos	pants of reindeer-skin with the fur side in	No information given.
ilghaghteq	pos	walrus sleeping in water on its back	Chukotkan (R)
ilighaq	pos	patch put inside sole of boot loosely	No information given.
ilu	pos	inside; interior; inner organs; inner feelings; heart (figuratively)	ilungani ‘inside it’
ilu-	pos	"to flare up (of lamp, fire in stove, etc.)"	nanim kengha iluuq ‘the fire in the seal oil lamp flared up’
ilughaq*	pos	father's sister's or mother's brother's child; cross-cousin; buddy	"iluuq ‘hey, cousin!’ (q.v.)"
ilughasaghaq	pos	cousin	No information given.
ilughwaghniighute-	pos	to tease each other (between cross-cousins)	"ilughaqullghiit ilughwaghniighunneghtughllagyalghiit maaten pipagnanightut ‘cross-cousins used to tease each other often, but now it’s rarely done’"
ilukegte-	pos	to be a considerate and pleasant person	No information given.
ilukliq*	pos	inner part	No information given.
ilulighaq	pos	drifting ice on the inward side of the pack ice; medium-size cake of ice in open water but with similar cakes nearby	see item 18 on list in Oozeva et al. 2004
"iluliq, ilulighneq"	pos	inside part; seam	No information given.
iluliqe-	pos	to have heart trouble	No information given.
ilulliqe-	pos	to be in a very bad mood; to be angry	ilulliquq ‘he is in a very bad mood’ /
ilulluk	pos	bad-tempered person	No information given.
